PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0353151,UPPER BEAVER CG SOUTH,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,7,1,No Recent Activity
CO0353150,UPPER BEAVER CREEK CG,Reports,RIO GRANDE,A,Non-Public,Groundwater,No,15,1,No Recent Activity
CO0355800,UPPER CROSSING GS,Reports,SAGUACHE,A,Non-Public,Groundwater,No,9,1,No Recent Activity
CO0119786,UPPER EAGLE REGIONAL WA,Reports,EAGLE,I,Community,Surface Water,No,32831,6752,No Recent Activity
CO0234783,UPPER EAST SIDE COFFEE DELI,Reports,LA PLATA,I,Non-Public,null,No,0,null,No Recent Activity
CO0138785,UPPER HIGHLAND HOA,Reports,LOGAN,A,Non-Public,Groundwater,No,16,6,No Recent Activity
CO0142785,UPPER ROAD 42,Reports,null,A,Non-Public,null,No,23,null,No Recent Activity
CO0115784,UPPER SURFACE CREEK DOMESTIC WUA,Reports,DELTA,A,Community,Surface Water,No,2800,971,Open Order
CO0142786,UPTOWN PLAZA MOBILE HOME PARK,Reports,MONTEZUMA,P,Community,null,No,50,21,No Recent Activity
CO0121845,US AIR FORCE ACADEMY,Reports,EL PASO,A,Community,Purchased Surface Water,No,16876,3600,No Recent Activity
CO0221445,US DEPARTMENT OF THE ARMY FORT CARSON,Reports,EL PASO,A,Community,Purchased Surface Water,No,48000,22763,No Recent Activity
CO0230860,US DOE NREL FLATIRONS CAMPUS,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Purchased Surface Water,No,168,3,No Recent Activity
CO0253855,US FOREST INDUSTRIES,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0251050,USDOT TRANS TECH CNT,Reports,PUEBLO,A,"Non-Transient, Non-Community",Groundwater,No,385,11,No Recent Activity
CO0211790,USFS BLM OFFICE LA JARA,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,60,2,No Recent Activity
CO0259013,USGS PROSPECTOR CAMPGROUND,Reports,SUMMIT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0253791,"UTE BLUFF LODGE, CABINS AND RV PARK",Reports,RIO GRANDE,P,Non-Public,null,No,20,1,No Recent Activity
CO0304791,UTE CG,Reports,ARCHULETA,A,Non-Public,Groundwater,No,1,1,No Recent Activity
CO0160791,UTE CHIEF MOBILE HOME PARK,Reports,TELLER,P,Non-Public,null,No,91,39,No Recent Activity
CO0221791,UTE CHIEF SPRINGS,Reports,EL PASO,I,Non-Public,null,No,0,null,No Recent Activity
CO0108925,UTE HEIGHTS COMMUNITY WS,Reports,CHAFFEE,A,Community,Groundwater,No,69,31,No Recent Activity
CO0252620,UTE LODGE,Reports,RIO BLANCO,A,"Transient, Non-Community",Groundwater,No,25,22,No Recent Activity
CO0260791,UTE PASS HISTORICAL SOCIETY,Reports,TELLER,P,Non-Public,null,No,0,1,No Recent Activity
CO0134790,UTE PASS WA INC,Reports,LA PLATA,A,Community,Surface Water,No,120,96,No Recent Activity
CO0120791,UTE VILLAGE MOBILE HOME COMMUNITY,Reports,ELBERT,P,Non-Public,null,No,198,78,No Recent Activity
CO0139791,UTE WCD,Reports,MESA,A,Community,Surface Water,No,88626,37560,No Recent Activity
CO0219801,VAIL ASSOC  EAGLES NEST  DUP,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0219803,VAIL ASSOC  FAR E SHELTER,Reports,EAGLE,A,"Transient, Non-Community",Groundwater,No,1758,3,No Recent Activity
CO0219800,VAIL ASSOC  MIDVAIL EAGLE,Reports,EAGLE,A,"Non-Transient, Non-Community",Groundwater,No,7600,11,No Recent Activity
CO0219146,VAIL ASSOC BLUE SKY BASIN WARMING HUT,Reports,EAGLE,A,"Transient, Non-Community",Groundwater,No,1000,3,No Recent Activity
CO0210004,VAIL MOUNTAIN COFFEE AND TEA,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater,No,1528,1,No Recent Activity
CO0110800,VALDEZ MOBILE HOME PARK,Reports,CLEAR CREEK,P,Non-Public,null,No,11,6,No Recent Activity
CO0136875,VALDEZ WATER USERS ASSOCIATION,Reports,LAS ANIMAS,A,Non-Public,Purchased Surface Water,No,12,7,No Recent Activity
CO0144801,VALHALLA VILLAGE MOBILE HOME PARK,Reports,MORGAN,P,Community,null,No,107,44,No Recent Activity
CO0353801,VALLE VERDE PICNIC AREA,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0234801,VALLECITO BAPTIST CHURCH,Reports,LA PLATA,A,Non-Public,Groundwater,No,62,1,No Recent Activity
CO0334880,VALLECITO CG,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,81,1,No Recent Activity
CO0234880,VALLECITO RESORT,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,256,170,No Recent Activity
CO0134860,VALLECITO VALLEY SUBD,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,143,75,No Recent Activity
CO0134828,VALLECITO VILLAGE,Reports,LA PLATA,P,Non-Public,Groundwater,No,0,19,No Recent Activity
CO0125840,VALLEY AT WINTER PARK WD,Reports,GRAND,A,Community,Groundwater,No,50,25,No Recent Activity
CO0203020,VALLEY COUNTRY CLUB,Reports,ARAPAHOE,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0203021,VALLEY COUNTRY STORE,Reports,ARAPAHOE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0253900,VALLEY FARMER RESTAURANT,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0146801,VALLEY HEIGHTS MHP,Reports,OURAY,P,Community,Purchased Surface Water,No,63,25,No Recent Activity
CO0223800,VALLEY INVESTMENT PROPERTIES,Reports,GARFIELD,A,"Transient, Non-Community",Groundwater,No,320,1,No Recent Activity
CO0160550,VALLEY MAINT CORP NO 1,Reports,TELLER,A,Community,Groundwater,No,470,187,No Recent Activity
CO0160551,VALLEY MAINT CORP NO 2,Reports,TELLER,A,Community,Groundwater UDI Surface Water,No,55,25,Open Target
CO0130130,VALLEY MANOR MHP NO 5480,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,90,No Recent Activity
CO0130131,VALLEY MM #5500,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,50,No Recent Activity
CO0123800,VALLEY MOBILE HOME PARK,Reports,GARFIELD,P,Non-Public,null,No,94,36,No Recent Activity
CO0259024,VALLEY OF THE BLUE CONDOS,Reports,SUMMIT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0239800,VALLEY RANCH SUPPLY,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,98,2,No Recent Activity
CO0202801,VALLEY ROOTS FOOD HUB,Reports,ALAMOSA,A,Non-Public,Groundwater,No,5,1,No Recent Activity
CO0108950,VALLEY RV PARK,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,89,62,No Recent Activity
CO0115800,VALLEY VIEW,Reports,DELTA,P,Non-Public,null,No,26,12,No Recent Activity
CO0218800,VALLEY VIEW CHRISTIAN CHURCH,Reports,DOUGLAS,I,"Transient, Non-Community",Groundwater,No,510,1,No Recent Activity
CO0255850,VALLEY VIEW HOT SPRINGS,Reports,SAGUACHE,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,87,53,No Recent Activity
CO0114801,VALLEY VIEW PARK MOBILE HOME COMMUNITY,Reports,CUSTER,A,Community,Purchased Groundwater,No,44,28,No Recent Activity
CO0227800,VALLEY VIEW RANCH,Reports,HINSDALE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0162801,VALLEY VILLAGE COMMUNITY,Reports,WELD,P,Non-Public,null,No,398,153,No Recent Activity
CO0101800,VALLEY VISTA ESTATES,Reports,ADAMS,A,Community,Groundwater,No,51,11,No Recent Activity
CO0145750,VALLEY WC,Reports,OTERO,A,Community,Groundwater,No,270,116,Open Order
CO0130800,VALLEY WD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,10000,2202,No Recent Activity
CO0134870,VALLEY WEST PARK,Reports,LA PLATA,A,Community,Purchased Groundwater,No,93,37,No Recent Activity
CO0110045,VALLI HI MHP,Reports,CLEAR CREEK,A,Community,Groundwater,No,53,28,No Recent Activity
CO0134900,VAN DEN BERG MD,Reports,LA PLATA,A,Community,Purchased Surface Water,No,41,23,No Recent Activity
CO0239806,VEGA LODGE,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,75,25,No Recent Activity
CO0239805,VEGA SP EARLY SETTLERS CG,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,154,37,No Recent Activity
CO0239751,VEGA SRA ISLAND AREA,Reports,MESA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0239749,VEGA STATE PARK ASPEN GROVE,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,73,7,No Recent Activity
CO0239750,VEGA STATE PARK OAK POINT,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,108,12,No Recent Activity
CO0221806,VENETUCCI FARM,Reports,EL PASO,A,Non-Public,null,No,2,1,No Recent Activity
CO0135743,VERNS TRAILER PARK,Reports,LARIMER,P,Community,null,No,94,49,No Recent Activity
CO0221805,VERTICAL ADVENTURE PARK,Reports,EL PASO,P,Non-Public,null,No,25,1,No Recent Activity
CO0227810,VICKERS RANCH,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater,No,100,25,No Recent Activity
CO0160700,VICTOR CITY OF,Reports,TELLER,A,Community,Surface Water,No,491,500,Open Order
CO0112810,VIEJO SAN ACACIO,Reports,COSTILLA,A,Community,Groundwater,No,45,33,No Recent Activity
CO0235780,VIESTENZ SMITH MTN PARK,Reports,LARIMER,I,Non-Public,Groundwater,No,403,3,No Recent Activity
CO0228900,VIETTIS STREAMSIDE RESTAURANT,Reports,HUERFANO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0118080,VIEW RIDGE MUTUAL WC,Reports,DOUGLAS,A,Community,Groundwater,No,35,16,No Recent Activity
CO0121846,VIEWPOINT ESTATES,Reports,EL PASO,I,Non-Public,Purchased Groundwater,No,0,71,No Recent Activity
CO0105800,VILAS TOWN OF,Reports,BACA,A,Community,Groundwater,No,137,76,No Recent Activity
CO0255680,VILLA GROVE TRADE,Reports,SAGUACHE,A,Non-Public,Groundwater,No,17,3,No Recent Activity
CO0162809,VILLA WEST,Reports,WELD,A,Community,Purchased Surface Water,No,833,334,No Recent Activity
CO0134841,VILLAGE AT ROCKWOOD HOA,Reports,LA PLATA,P,Non-Public,Purchased Surface Water,No,0,33,No Recent Activity
CO0136810,VILLAGE EAST ESTATES MOBILE HOME PARK,Reports,LAS ANIMAS,P,Non-Public,null,No,208,89,No Recent Activity
CO0107233,VILLAGE EAST TOWNHOME ASSOCIATION,Reports,BOULDER,I,Non-Public,Purchased Surface Water,No,150,9,No Recent Activity
CO0103810,VILLAGE HEIGHTS ADDITION WD,Reports,ARAPAHOE,I,Non-Public,Purchased Surface Water,No,0,25,No Recent Activity
CO0139810,VILLAGE MHP,Reports,MESA,P,Community,null,No,37,16,No Recent Activity
CO0135738,VILLAS THE,Reports,LARIMER,P,Non-Public,null,No,110,42,No Recent Activity
CO0139811,VINEYARDS MHC,Reports,MESA,A,Community,Purchased Surface Water,No,150,97,No Recent Activity
CO0254810,VISTA VERDE GUEST RANCH,Reports,ROUTT,A,"Transient, Non-Community",Surface Water,No,104,12,No Recent Activity
CO0142804,VISTA VERDE VILLAGE,Reports,MONTEZUMA,A,Community,Purchased Surface Water,No,200,100,No Recent Activity
CO0107810,VISTA VILLAGE MHP,Reports,BOULDER,A,Community,Purchased Surface Water,No,750,307,No Recent Activity
CO0137810,VISTA VILLAGE MOBILE HOME PARK,Reports,LINCOLN,P,Non-Public,null,No,63,30,No Recent Activity
CO0132025,VONA TOWN OF,Reports,KIT CARSON,A,Community,Groundwater,No,160,76,No Recent Activity
CO0259025,VOYAGEURS HIGH COUNTRY LODGE,Reports,SUMMIT,I,Non-Public,Groundwater,No,0,14,No Recent Activity
CO0145780,VROMAN WC,Reports,OTERO,A,Community,Groundwater,No,125,60,Open Order
CO0255900,WAGON WHEEL BAR AND CAFE,Reports,SAGUACHE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0258003,WAGON WHEEL CONOCO CAFE,Reports,SEDGWICK,I,"Transient, Non-Community",Groundwater,No,106,1,No Recent Activity
CO0208880,WAGON WHEEL GUEST RANCH,Reports,CHAFFEE,A,Non-Public,Groundwater,No,17,1,No Recent Activity
CO0115833,WAGON WHEEL MHC,Reports,DELTA,A,Non-Public,Purchased Groundwater UDI Surface Water,No,24,14,No Recent Activity
CO0102900,WAGON WHEEL MHP,Reports,ALAMOSA,A,Community,Groundwater,No,160,60,No Recent Activity
CO0201051,WAGON WHEEL SKATING RINK,Reports,ADAMS,A,"Transient, Non-Community",Groundwater,No,153,1,No Recent Activity
CO0144030,WAGON WHEEL TRAILER PARK,Reports,MORGAN,I,Community,Groundwater,No,65,17,No Recent Activity
CO0129834,WALDEN TOWN OF,Reports,JACKSON,A,Community,Surface Water,No,569,602,No Recent Activity
CO0121850,WALDEN WSD,Reports,EL PASO,A,Community,Groundwater,No,1500,360,No Recent Activity
CO0223833,WALDORF SCHOOL,Reports,GARFIELD,A,"Non-Transient, Non-Community",Groundwater,No,218,3,No Recent Activity
CO0236832,WALL OF LEGENDS GUEST RANCH THE,Reports,LAS ANIMAS,A,Non-Public,Groundwater,No,73,18,No Recent Activity
CO0128900,WALSENBURG CITY OF,Reports,HUERFANO,A,Community,Surface Water,No,3230,1928,Open Order
CO0105900,WALSH TOWN OF,Reports,BACA,A,Community,Groundwater,No,650,355,Open Order
CO0230064,WANDCREST PARK WSD,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0315835,WARD LAKE RANGER STATION,Reports,DELTA,A,Non-Public,Groundwater,No,16,1,No Recent Activity
CO0107834,WARD TOWN OF,Reports,BOULDER,A,Community,Groundwater,No,230,74,No Recent Activity
CO0220006,WAREHOUSE BAR,Reports,ELBERT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225833,WARM SPRING RANCH,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0147180,WARM SPRINGS OWNERS MUTUAL WA,Reports,PARK,A,Community,Groundwater,No,250,175,No Recent Activity
CO0261118,WASHINGTON COUNTY ANTON SHOP,Reports,WASHINGTON,A,"Transient, Non-Community",Groundwater,No,65,2,No Recent Activity
CO0261833,WASHINGTON COUNTY GOLF COURSE,Reports,WASHINGTON,P,Non-Public,null,No,0,null,No Recent Activity
CO0122833,WASHINGTON MHP,Reports,FREMONT,P,Non-Public,null,No,32,14,No Recent Activity
CO0133505,WASHINGTON PROPERTIES,Reports,LARIMER,P,Community,null,No,34,13,No Recent Activity
CO0240650,WASON RANCH CORP,Reports,MINERAL,A,Non-Public,Groundwater UDI Surface Water,No,17,4,No Recent Activity
CO0247833,WATER BOY,Reports,PARK,I,"Transient, Non-Community",Purchased Surface Water,"YES  ",65,2,No Recent Activity
CO0222742,WATER GUY  THE,Reports,FREMONT,I,"Transient, Non-Community",Purchased Surface Water,"YES  ",26,1,No Recent Activity
CO0235833,WATER MAN THE,Reports,LARIMER,A,"Transient, Non-Community",Purchased Surface Water,"YES  ",100,1,No Recent Activity
CO0251833,WATER MAN THE,Reports,PUEBLO,A,Non-Public,Purchased Surface Water,No,10,1,No Recent Activity
CO0122875,WATER ON THE SPOT,Reports,FREMONT,A,Community,Purchased Surface Water,"YES  ",200,220,No Recent Activity
CO0201162,WATER PERFECTION BRIGHTON NO 2,Reports,ADAMS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0201050,WATER PERFECTION BRIGHTON NO1,Reports,ADAMS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0201163,WATER PERFECTION COMMERCE CITY,Reports,ADAMS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0201164,WATER PERFECTION DUPONT,Reports,ADAMS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0244401,WATER PERFECTION FORT MORGAN,Reports,MORGAN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0262156,WATER PERFECTION FT LUPTON,Reports,WELD,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0262157,WATER PERFECTION PLATTEVILLE,Reports,WELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201165,WATER PERFECTION THORNTON,Reports,ADAMS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0204833,WATER RUNNER LLC THE,Reports,ARCHULETA,A,Community,Purchased Surface Water,"YES  ",20,16,No Recent Activity
CO0206833,WATER SHOP LAS ANIMAS THE,Reports,BENT,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0213833,WATER SHOP N MAIN ORDWAY  THE,Reports,CROWLEY,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0245700,WATER SHOP WATER CASTLE THE,Reports,OTERO,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0226738,WATER STORE  THE,Reports,GUNNISON,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0149710,WATER VIEW CONDOMINIUM ASSOC,Reports,PITKIN,A,Community,Groundwater,No,30,16,No Recent Activity
CO0226834,WATER WHEEL CONDOMINIUM ASSOC,Reports,GUNNISON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0136834,WATER WORKS PLUS LLC,Reports,LAS ANIMAS,I,Community,Purchased Surface Water,No,256,1,No Recent Activity
CO0221940,WATERVEND OF COLORADO,Reports,EL PASO,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0201833,WATKINS SQUARE,Reports,ADAMS,A,"Transient, Non-Community",Groundwater,No,515,3,Open Target
CO0162833,WATTENBURG IMPROVEMENT ASSOC,Reports,WELD,A,Community,Groundwater,No,350,100,Open Target
CO0226833,WAUNITA HOT SPRINGS RANCH,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,50,1,No Recent Activity
CO0202900,WAVERLY ELEMENTARY SCHOOL,Reports,ALAMOSA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0253805,WAYFORWARD ADVENTURES,Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,74,4,No Recent Activity
CO0259019,WAYSIDE,Reports,SUMMIT,A,Community,Groundwater,No,40,38,No Recent Activity
CO0244800,WAYWARD WIND LODGE AND TRUCKSTOP,Reports,MORGAN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0144032,WAYWARD WIND MHP LLC,Reports,MORGAN,A,Non-Public,Groundwater,No,17,13,No Recent Activity
CO0221020,WEATHERFORD ALS,Reports,EL PASO,I,"Non-Transient, Non-Community",Groundwater,No,60,3,No Recent Activity
CO0246838,WEBER CAMPGROUND,Reports,OURAY,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0146838,WEBER TRAILER COURT,Reports,OURAY,I,Non-Public,Groundwater,No,0,22,No Recent Activity
CO0221610,WEDGEWOOD AT BLACK FOREST,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,259,1,No Recent Activity
CO0230837,WEE CREEKERS INC,Reports,JEFFERSON,I,"Non-Transient, Non-Community",Groundwater,No,60,1,No Recent Activity
CO0207834,WEE FOLK FOREST KINDERGARTEN,Reports,BOULDER,A,Non-Public,null,No,2,1,No Recent Activity
CO0121875,WEEKS MOBILE HOME PARK,Reports,EL PASO,I,Non-Public,Groundwater,No,0,12,No Recent Activity
CO0339291,WEIR AND JOHNSON CAMPGROUND,Reports,MESA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0262838,WELD CENTRAL HIGH SCHOOL,Reports,WELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230068,WELL 289731,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0234837,WELL ON WHEELS WATER HAULER,Reports,LA PLATA,A,Community,Purchased Surface Water,"YES  ",25,8,No Recent Activity
CO0349212,WELLER CAMPGROUND,Reports,PITKIN,A,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0135838,WELLINGTON TOWN OF,Reports,LARIMER,A,Community,Surface Water,No,11500,4209,No Recent Activity
CO0154838,WEST ACRES PARK,Reports,ROUTT,P,Non-Public,null,No,240,92,No Recent Activity
CO0310890,WEST CHICAGO CREEK CG,Reports,CLEAR CREEK,I,"Transient, Non-Community",Groundwater,No,126,11,No Recent Activity
CO0342835,WEST DOLORES CAMPGROUND,Reports,DOLORES,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,25,1,No Recent Activity
CO0221838,WEST END CENTER WS,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,45,1,No Recent Activity
CO0327838,WEST FORK CAMPGROUND NORTH,Reports,MINERAL,A,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0327840,WEST FORK CAMPGROUND SOUTH,Reports,MINERAL,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0135290,WEST FORT COLLINS WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,4000,1000,No Recent Activity
CO0123839,WEST GLENWOOD WD,Reports,GARFIELD,I,Non-Public,Surface Water,No,0,425,No Recent Activity
CO0145810,WEST GRAND VALLEY WA,Reports,OTERO,A,Community,Groundwater,No,100,37,Open Order
CO0145840,WEST HOLBROOK PIPELINE COMPANY,Reports,OTERO,I,Non-Public,Groundwater,No,0,13,No Recent Activity
CO0230065,WEST JEFFERSON ELEMENTARY,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230870,WEST JEFFERSON JUNIOR HIGH SCHOOL,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335838,WEST LAKE CAMPGROUND REDFEATHER WATER CO,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335839,WEST LAKE CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,296,1,No Recent Activity
CO0143838,WEST MAIN MOBILE HOME PARK,Reports,MONTROSE,P,Non-Public,null,No,133,53,No Recent Activity
CO0115838,WEST PAONIA DOMESTIC WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,57,24,No Recent Activity
CO0230233,WEST RANCH CENTER,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,75,2,No Recent Activity
CO0149613,WEST RANCH SUBD,Reports,PITKIN,A,Community,Groundwater,No,28,10,No Recent Activity
CO0123836,WESTBANK MESA HOA,Reports,GARFIELD,A,Community,Groundwater,No,93,55,No Recent Activity
CO0123838,WESTBANK RANCH  HOA,Reports,GARFIELD,A,Community,Groundwater,No,400,100,No Recent Activity
CO0118085,WESTCREEK LAKES WD,Reports,DOUGLAS,A,Community,Groundwater UDI Surface Water,No,165,66,No Recent Activity
CO0244839,WESTERN CLEAN UP CORPORATION,Reports,MORGAN,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0219838,WESTERN EAGLE COUNTY METRO REC DISTRICT,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0115841,WESTERN EXTENSION DOMESTIC WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,37,20,No Recent Activity
CO0139838,WESTERN HILLS MHP,Reports,MESA,A,Community,Purchased Surface Water,No,213,132,No Recent Activity
CO0110050,WESTERN INN MHP,Reports,CLEAR CREEK,A,Community,Groundwater,No,72,24,No Recent Activity
CO0203834,WESTERN METALS RECYCLING,Reports,ARAPAHOE,A,"Non-Transient, Non-Community",Groundwater,No,25,2,No Recent Activity
CO0144838,WESTERN MOBILE HOME PARK,Reports,MORGAN,P,Non-Public,Purchased Groundwater,No,0,20,No Recent Activity
